Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
T Toro,OTHER_OUTDOOR,19-06-2023,16:04:31,00:43:45,0.14,69,0.2,2.8,303:49,21:06,3,,,,,,,,,,,130.0,40.0,200,55,44,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:08:14,60,0.0,00:00,,,,0.00,,,
,00:08:15,60,0.0,00:00,,,,0.00,,,
,00:08:16,60,0.0,00:00,,,,0.00,,,
,00:08:17,60,0.0,00:00,,,,0.00,,,
,00:08:18,60,0.0,00:00,,,,0.00,,,
,00:08:19,60,0.0,00:00,,,,0.00,,,
,00:08:20,60,0.0,00:00,,,,0.00,,,
,00:08:21,61,0.0,00:00,,,,0.00,,,
,00:08:22,62,0.0,00:00,,,,0.00,,,
,00:08:23,62,0.0,00:00,,,,0.00,,,
,00:08:24,62,0.0,00:00,,,,0.00,,,
,00:08:25,61,0.0,00:00,,,,0.00,,,
,00:08:26,61,0.0,00:00,,,,0.00,,,
,00:08:27,60,0.0,00:00,,,,0.00,,,
,00:08:28,60,0.0,00:00,,,,0.00,,,
,00:08:29,60,0.0,00:00,,,,0.00,,,
,00:08:30,60,0.0,00:00,,,,0.00,,,
,00:08:31,60,0.0,00:00,,,,0.00,,,
,00:08:32,60,0.0,00:00,,,,0.00,,,
,00:08:33,60,0.0,00:00,,,,0.00,,,
,00:08:34,61,0.0,00:00,,,,0.00,,,
,00:08:35,61,0.0,00:00,,,,0.00,,,
,00:08:36,61,0.0,00:00,,,,0.00,,,
,00:08:37,61,0.0,00:00,,,,0.00,,,
,00:08:38,61,0.0,00:00,,,,0.00,,,
,00:08:39,61,0.0,00:00,,,,0.00,,,
,00:08:40,61,0.0,00:00,,,,0.00,,,
,00:08:41,62,0.0,00:00,,,,0.00,,,
,00:08:42,62,0.0,00:00,,,,0.00,,,
,00:08:43,62,0.0,00:00,,,,0.00,,,
,00:08:44,62,0.0,00:00,,,,0.00,,,
,00:08:45,62,0.0,00:00,,,,0.00,,,
,00:08:46,62,0.0,00:00,,,,0.00,,,
,00:08:47,62,0.0,00:00,,,,0.00,,,
,00:08:48,62,0.0,00:00,,,,0.00,,,
,00:08:49,62,0.0,00:00,,,,0.00,,,
,00:08:50,62,0.0,00:00,,,,0.00,,,
,00:08:51,62,0.0,00:00,,,,0.00,,,
,00:08:52,62,0.0,00:00,,,,0.00,,,
,00:08:53,61,0.0,00:00,,,,0.00,,,
,00:08:54,61,0.0,00:00,,,,0.00,,,
,00:08:55,60,0.0,00:00,,,,0.00,,,
,00:08:56,60,0.0,00:00,,,,0.00,,,
,00:08:57,61,0.0,00:00,,,,0.00,,,
,00:08:58,61,0.0,00:00,,,,0.00,,,
,00:08:59,62,0.0,00:00,,,,0.00,,,
,00:09:00,63,0.0,00:00,,,,0.00,,,
,00:09:01,64,0.0,00:00,,,,0.00,,,
,00:09:02,65,0.0,00:00,,,,0.00,,,
,00:09:03,63,0.0,00:00,,,,0.00,,,
,00:09:04,62,0.0,00:00,,,,0.00,,,
,00:09:05,62,0.0,00:00,,,,0.00,,,
,00:09:06,61,0.0,00:00,,,,0.00,,,
,00:09:07,62,0.0,00:00,,,,0.00,,,
,00:09:08,63,0.0,00:00,,,,0.00,,,
,00:09:09,63,0.0,00:00,,,,0.00,,,
,00:09:10,64,0.0,00:00,,,,0.00,,,
,00:09:11,65,0.0,00:00,,,,0.00,,,
,00:09:12,65,0.0,00:00,,,,0.00,,,
,00:09:13,65,0.0,00:00,,,,0.00,,,
,00:09:14,65,0.0,00:00,,,,0.00,,,
,00:09:15,65,0.0,00:00,,,,0.00,,,
,00:09:16,64,0.0,00:00,,,,0.00,,,
,00:09:17,64,0.0,00:00,,,,0.00,,,
,00:09:18,63,0.0,00:00,,,,0.00,,,
,00:09:19,63,0.0,00:00,,,,0.00,,,
,00:09:20,63,0.0,00:00,,,,0.00,,,
,00:09:21,62,0.0,00:00,,,,0.00,,,
,00:09:22,62,0.0,00:00,,,,0.00,,,
,00:09:23,62,0.0,00:00,,,,0.00,,,
,00:09:24,62,0.0,00:00,,,,0.00,,,
,00:09:25,61,0.0,00:00,,,,0.00,,,
,00:09:26,61,0.0,00:00,,,,0.00,,,
,00:09:27,61,0.0,00:00,,,,0.00,,,
,00:09:28,61,0.0,00:00,,,,0.00,,,
,00:09:29,61,0.0,00:00,,,,0.00,,,
,00:09:30,61,0.0,00:00,,,,0.00,,,
,00:09:31,61,0.0,00:00,,,,0.00,,,
,00:09:32,61,0.0,00:00,,,,0.00,,,
,00:09:33,61,0.0,00:00,,,,0.00,,,
,00:09:34,61,0.0,00:00,,,,0.00,,,
,00:09:35,62,0.0,00:00,,,,0.00,,,
,00:09:36,62,0.0,00:00,,,,0.00,,,
,00:09:37,62,0.0,00:00,,,,0.00,,,
,00:09:38,61,0.0,00:00,,,,0.00,,,
,00:09:39,61,0.0,00:00,,,,0.00,,,
,00:09:40,61,0.0,00:00,,,,0.00,,,
,00:09:41,61,0.0,00:00,,,,0.00,,,
,00:09:42,60,0.0,00:00,,,,0.00,,,
,00:09:43,60,0.0,00:00,,,,0.00,,,
,00:09:44,60,0.0,00:00,,,,0.00,,,
,00:09:45,60,0.0,00:00,,,,0.00,,,
,00:09:46,61,0.0,00:00,,,,0.00,,,
,00:09:47,61,0.0,00:00,,,,0.00,,,
,00:09:48,62,0.0,00:00,,,,0.00,,,
,00:09:49,62,0.0,00:00,,,,0.00,,,
,00:09:50,62,0.0,00:00,,,,0.00,,,
,00:09:51,63,0.0,00:00,,,,0.00,,,
,00:09:52,64,0.0,00:00,,,,0.00,,,
,00:09:53,64,0.0,00:00,,,,0.00,,,
,00:09:54,64,0.0,00:00,,,,0.00,,,
,00:09:55,64,0.0,00:00,,,,0.00,,,
,00:09:56,64,0.0,00:00,,,,0.00,,,
,00:09:57,64,0.0,00:00,,,,0.00,,,
,00:09:58,64,0.0,00:00,,,,0.00,,,
,00:09:59,64,0.0,00:00,,,,0.00,,,
,00:10:00,64,0.0,00:00,,,,0.00,,,
,00:10:01,63,0.0,00:00,,,,0.00,,,
,00:10:02,63,0.0,00:00,,,,0.00,,,
,00:10:03,63,0.0,00:00,,,,0.00,,,
,00:10:04,62,0.0,00:00,,,,0.00,,,
,00:10:05,62,0.0,00:00,,,,0.00,,,
,00:10:06,62,0.0,00:00,,,,0.00,,,
,00:10:07,62,0.0,00:00,,,,0.00,,,
,00:10:08,62,0.0,00:00,,,,0.00,,,
,00:10:09,62,0.0,00:00,,,,0.00,,,
,00:10:10,62,0.0,00:00,,,,0.00,,,
,00:10:11,61,0.0,00:00,,,,0.00,,,
,00:10:12,61,0.0,00:00,,,,0.00,,,
,00:10:13,60,0.0,00:00,,,,0.00,,,
,00:10:14,60,0.0,00:00,,,,0.00,,,
,00:10:15,60,0.0,00:00,,,,0.00,,,
,00:10:16,60,0.0,00:00,,,,0.00,,,
,00:10:17,61,0.0,00:00,,,,0.00,,,
,00:10:18,62,0.0,00:00,,,,0.00,,,
,00:10:19,62,0.0,00:00,,,,0.00,,,
,00:10:20,63,0.0,00:00,,,,0.00,,,
,00:10:21,62,0.0,00:00,,,,0.00,,,
,00:10:22,62,0.0,00:00,,,,0.00,,,
,00:10:23,62,0.0,00:00,,,,0.00,,,
,00:10:24,62,0.0,00:00,,,,0.00,,,
,00:10:25,62,0.0,00:00,,,,0.00,,,
,00:10:26,62,0.0,00:00,,,,0.00,,,
,00:10:27,62,0.0,00:00,,,,0.00,,,
,00:10:28,62,0.0,00:00,,,,0.00,,,
,00:10:29,63,0.0,00:00,,,,0.00,,,
,00:10:30,63,0.0,00:00,,,,0.00,,,
,00:10:31,63,0.0,00:00,,,,0.00,,,
,00:10:32,62,0.0,00:00,,,,0.00,,,
,00:10:33,62,0.0,00:00,,,,0.00,,,
,00:10:34,62,0.0,00:00,,,,0.00,,,
,00:10:35,63,0.0,00:00,,,,0.00,,,
,00:10:36,63,0.0,00:00,,,,0.00,,,
,00:10:37,63,0.0,00:00,,,,0.00,,,
,00:10:38,63,0.0,00:00,,,,0.00,,,
,00:10:39,63,0.0,00:00,,,,0.00,,,
,00:10:40,63,0.0,00:00,,,,0.00,,,
,00:10:41,62,0.0,00:00,,,,0.00,,,
,00:10:42,62,0.0,00:00,,,,0.00,,,
,00:10:43,62,0.0,00:00,,,,0.00,,,
,00:10:44,62,0.0,00:00,,,,0.00,,,
,00:10:45,62,0.0,00:00,,,,0.00,,,
,00:10:46,63,0.0,00:00,,,,0.00,,,
,00:10:47,64,0.0,00:00,,,,0.00,,,
,00:10:48,65,0.0,00:00,,,,0.00,,,
,00:10:49,66,0.0,00:00,,,,0.00,,,
,00:10:50,67,0.0,00:00,,,,0.00,,,
,00:10:51,68,0.0,00:00,,,,0.00,,,
,00:10:52,68,0.0,00:00,,,,0.00,,,
,00:10:53,68,0.0,00:00,,,,0.00,,,
,00:10:54,68,0.0,00:00,,,,0.00,,,
,00:10:55,68,0.0,00:00,,,,0.00,,,
,00:10:56,68,0.0,00:00,,,,0.00,,,
,00:10:57,68,0.0,00:00,,,,0.00,,,
,00:10:58,67,0.0,00:00,,,,0.00,,,
,00:10:59,66,0.0,00:00,,,,0.00,,,
,00:11:00,66,0.0,00:00,,,,0.00,,,
,00:11:01,66,0.0,00:00,,,,0.00,,,
,00:11:02,66,0.0,00:00,,,,0.00,,,
,00:11:03,66,0.0,00:00,,,,0.00,,,
,00:11:04,66,0.0,00:00,,,,0.00,,,
,00:11:05,65,0.0,00:00,,,,0.00,,,
,00:11:06,65,0.0,00:00,,,,0.00,,,
,00:11:07,65,0.0,00:00,,,,0.00,,,
,00:11:08,65,0.0,00:00,,,,0.00,,,
,00:11:09,65,0.0,00:00,,,,0.00,,,
,00:11:10,66,0.0,00:00,,,,0.00,,,
,00:11:11,66,0.0,00:00,,,,0.00,,,
,00:11:12,67,0.0,00:00,,,,0.00,,,
,00:11:13,67,0.0,00:00,,,,0.00,,,
,00:11:14,68,0.0,00:00,,,,0.00,,,
,00:11:15,68,0.0,00:00,,,,0.00,,,
,00:11:16,68,0.0,00:00,,,,0.00,,,
,00:11:17,68,0.0,00:00,,,,0.00,,,
,00:11:18,68,0.0,00:00,,,,0.00,,,
,00:11:19,68,0.0,00:00,,,,0.00,,,
,00:11:20,68,0.0,00:00,,,,0.00,,,
,00:11:21,68,0.0,00:00,,,,0.00,,,
,00:11:22,68,0.0,00:00,,,,0.00,,,
,00:11:23,68,0.0,00:00,,,,0.00,,,
,00:11:24,69,0.0,00:00,,,,0.00,,,
,00:11:25,69,0.0,00:00,,,,0.00,,,
,00:11:26,70,0.0,00:00,,,,0.00,,,
,00:11:27,72,0.0,00:00,,,,0.00,,,
,00:11:28,73,0.0,00:00,,,,0.00,,,
,00:11:29,74,0.0,00:00,,,,0.00,,,
,00:11:30,75,0.0,00:00,,,,0.00,,,
,00:11:31,75,0.0,00:00,,,,0.00,,,
,00:11:32,75,0.0,00:00,,,,0.00,,,
,00:11:33,76,0.0,00:00,,,,0.00,,,
,00:11:34,76,0.0,00:00,,,,0.00,,,
,00:11:35,76,0.0,00:00,,,,0.00,,,
,00:11:36,76,0.0,00:00,,,,0.00,,,
,00:11:37,76,0.0,00:00,,,,0.00,,,
,00:11:38,76,0.0,00:00,,,,0.00,,,
,00:11:39,76,0.0,00:00,,,,0.00,,,
,00:11:40,76,0.0,00:00,,,,0.00,,,
,00:11:41,75,0.0,00:00,,,,0.00,,,
,00:11:42,75,0.0,00:00,,,,0.00,,,
,00:11:43,74,0.0,00:00,,,,0.00,,,
,00:11:44,74,0.0,00:00,,,,0.00,,,
,00:11:45,74,0.0,00:00,,,,0.00,,,
,00:11:46,75,0.0,00:00,,,,0.00,,,
,00:11:47,75,0.0,00:00,,,,0.00,,,
,00:11:48,76,0.0,00:00,,,,0.00,,,
,00:11:49,76,0.0,00:00,,,,0.00,,,
,00:11:50,76,0.0,00:00,,,,0.00,,,
,00:11:51,76,0.0,00:00,,,,0.00,,,
,00:11:52,75,0.0,00:00,,,,0.00,,,
,00:11:53,75,0.0,00:00,,,,0.00,,,
,00:11:54,74,0.0,00:00,,,,0.00,,,
,00:11:55,73,0.0,00:00,,,,0.00,,,
,00:11:56,73,0.0,00:00,,,,0.00,,,
,00:11:57,71,0.0,00:00,,,,0.00,,,
,00:11:58,70,0.0,00:00,,,,0.00,,,
,00:11:59,69,0.0,00:00,,,,0.00,,,
,00:12:00,68,0.0,00:00,,,,0.00,,,
,00:12:01,67,0.0,00:00,,,,0.00,,,
,00:12:02,66,0.0,00:00,,,,0.00,,,
,00:12:03,66,0.0,00:00,,,,0.00,,,
,00:12:04,67,0.0,00:00,,,,0.00,,,
,00:12:05,67,0.0,00:00,,,,0.00,,,
,00:12:06,68,0.0,00:00,,,,0.00,,,
,00:12:07,67,0.0,00:00,,,,0.00,,,
,00:12:08,66,0.0,00:00,,,,0.00,,,
,00:12:09,67,0.0,00:00,,,,0.00,,,
,00:12:10,68,0.0,00:00,,,,0.00,,,
,00:12:11,68,0.0,00:00,,,,0.00,,,
,00:12:12,69,0.0,00:00,,,,0.00,,,
,00:12:13,69,0.0,00:00,,,,0.00,,,
,00:12:14,69,0.0,00:00,,,,0.00,,,
,00:12:15,69,0.0,00:00,,,,0.00,,,
,00:12:16,69,0.0,00:00,,,,0.00,,,
,00:12:17,68,0.0,00:00,,,,0.00,,,
,00:12:18,68,0.0,00:00,,,,0.00,,,
,00:12:19,67,0.0,00:00,,,,0.00,,,
,00:12:20,67,0.0,00:00,,,,0.00,,,
,00:12:21,67,0.0,00:00,,,,0.00,,,
,00:12:22,66,0.0,00:00,,,,0.00,,,
,00:12:23,65,0.0,00:00,,,,0.00,,,
,00:12:24,64,0.0,00:00,,,,0.00,,,
,00:12:25,64,0.0,00:00,,,,0.00,,,
,00:12:26,63,0.0,00:00,,,,0.00,,,
,00:12:27,63,0.0,00:00,,,,0.00,,,
,00:12:28,63,0.0,00:00,,,,0.00,,,
,00:12:29,64,0.0,00:00,,,,0.00,,,
,00:12:30,65,0.0,00:00,,,,0.00,,,
,00:12:31,66,0.0,00:00,,,,0.00,,,
,00:12:32,66,0.0,00:00,,,,0.00,,,
,00:12:33,66,0.0,00:00,,,,0.00,,,
,00:12:34,66,0.0,00:00,,,,0.00,,,
,00:12:35,65,0.0,00:00,,,,0.00,,,
,00:12:36,65,0.0,00:00,,,,0.00,,,
,00:12:37,64,0.0,00:00,,,,0.00,,,
,00:12:38,64,0.0,00:00,,,,0.00,,,
,00:12:39,65,0.0,00:00,,,,0.00,,,
,00:12:40,65,0.0,00:00,,,,0.00,,,
,00:12:41,65,0.0,00:00,,,,0.00,,,
,00:12:42,65,0.0,00:00,,,,0.00,,,
,00:12:43,64,0.0,00:00,,,,0.00,,,
,00:12:44,64,0.0,00:00,,,,0.00,,,
,00:12:45,64,0.0,00:00,,,,0.00,,,
,00:12:46,64,0.0,00:00,,,,0.00,,,
,00:12:47,65,0.0,00:00,,,,0.00,,,
,00:12:48,66,0.0,00:00,,,,0.00,,,
,00:12:49,67,0.0,00:00,,,,0.00,,,
,00:12:50,68,0.0,00:00,,,,0.00,,,
,00:12:51,70,0.0,00:00,,,,0.00,,,
,00:12:52,71,0.0,00:00,,,,0.00,,,
,00:12:53,72,0.0,00:00,,,,0.00,,,
,00:12:54,73,0.0,00:00,,,,0.00,,,
,00:12:55,73,0.0,00:00,,,,0.00,,,
,00:12:56,74,0.0,00:00,,,,0.00,,,
,00:12:57,73,0.0,00:00,,,,0.00,,,
,00:12:58,73,0.0,00:00,,,,0.00,,,
,00:12:59,71,0.0,00:00,,,,0.00,,,
,00:13:00,70,0.0,00:00,,,,0.00,,,
,00:13:01,69,0.0,00:00,,,,0.00,,,
,00:13:02,68,0.0,00:00,,,,0.00,,,
,00:13:03,68,0.0,00:00,,,,0.00,,,
,00:13:04,68,0.0,00:00,,,,0.00,,,
,00:13:05,68,0.0,00:00,,,,0.00,,,
,00:13:06,68,0.0,00:00,,,,0.00,,,
,00:13:07,68,0.0,00:00,,,,0.00,,,
,00:13:08,69,0.0,00:00,,,,0.00,,,
,00:13:09,69,0.0,00:00,,,,0.00,,,
,00:13:10,69,0.0,00:00,,,,0.00,,,
,00:13:11,69,0.0,00:00,,,,0.00,,,
,00:13:12,69,0.0,00:00,,,,0.00,,,
,00:13:13,68,0.0,00:00,,,,0.00,,,
,00:13:14,67,0.0,00:00,,,,0.00,,,
,00:13:15,67,0.0,00:00,,,,0.00,,,
,00:13:16,66,0.0,00:00,,,,0.00,,,
,00:13:17,66,0.0,00:00,,,,0.00,,,
,00:13:18,66,0.0,00:00,,,,0.00,,,
,00:13:19,66,0.0,00:00,,,,0.00,,,
,00:13:20,65,0.0,00:00,,,,0.00,,,
,00:13:21,65,0.0,00:00,,,,0.00,,,
,00:13:22,64,0.0,00:00,,,,0.00,,,
,00:13:23,64,0.0,00:00,,,,0.00,,,
,00:13:24,64,0.0,00:00,,,,0.00,,,
,00:13:25,63,0.0,00:00,,,,0.00,,,
,00:13:26,63,0.0,00:00,,,,0.00,,,
,00:13:27,65,0.0,00:00,,,,0.00,,,
,00:13:28,66,0.0,00:00,,,,0.00,,,
,00:13:29,66,0.0,00:00,,,,0.00,,,
,00:13:30,67,0.0,00:00,,,,0.00,,,
,00:13:31,66,0.0,00:00,,,,0.00,,,
,00:13:32,65,0.0,00:00,,,,0.00,,,
,00:13:33,64,0.0,00:00,,,,0.00,,,
,00:13:34,63,0.0,00:00,,,,0.00,,,
,00:13:35,64,0.0,00:00,,,,0.00,,,
,00:13:36,64,0.0,00:00,,,,0.00,,,
,00:13:37,66,0.0,00:00,,,,0.00,,,
,00:13:38,67,0.0,00:00,,,,0.00,,,
,00:13:39,69,0.0,00:00,,,,0.00,,,
,00:13:40,71,0.0,00:00,,,,0.00,,,
,00:13:41,71,0.0,00:00,,,,0.00,,,
,00:13:42,72,0.0,00:00,,,,0.00,,,
,00:13:43,72,0.0,00:00,,,,0.00,,,
,00:13:44,72,0.0,00:00,,,,0.00,,,
,00:13:45,72,0.0,00:00,,,,0.00,,,
,00:13:46,71,0.0,00:00,,,,0.00,,,
,00:13:47,71,0.0,00:00,,,,0.00,,,
,00:13:48,71,0.0,00:00,,,,0.00,,,
,00:13:49,71,0.0,00:00,,,,0.00,,,
,00:13:50,71,0.0,00:00,,,,0.00,,,
,00:13:51,70,0.0,00:00,,,,0.00,,,
,00:13:52,70,0.0,00:00,,,,0.00,,,
,00:13:53,68,0.0,00:00,,,,0.00,,,
,00:13:54,67,0.0,00:00,,,,0.00,,,
,00:13:55,68,0.0,00:00,,,,0.00,,,
,00:13:56,69,0.0,00:00,,,,0.00,,,
,00:13:57,69,0.0,00:00,,,,0.00,,,
,00:13:58,70,0.0,00:00,,,,0.00,,,
,00:13:59,70,0.0,00:00,,,,0.00,,,
,00:14:00,71,0.0,00:00,,,,0.00,,,
,00:14:01,72,0.0,00:00,,,,0.00,,,
,00:14:02,72,0.0,00:00,,,,0.00,,,
,00:14:03,73,0.0,00:00,,,,0.00,,,
,00:14:04,73,0.0,00:00,,,,0.00,,,
,00:14:05,74,0.0,00:00,,,,0.00,,,
,00:14:06,75,0.0,00:00,,,,0.00,,,
,00:14:07,75,0.0,00:00,,,,0.00,,,
,00:14:08,76,0.0,00:00,,,,0.00,,,
,00:14:09,76,0.0,00:00,,,,0.00,,,
,00:14:10,75,0.0,00:00,,,,0.00,,,
,00:14:11,75,0.0,00:00,,,,0.00,,,
,00:14:12,75,0.0,00:00,,,,0.00,,,
,00:14:13,75,0.0,00:00,,,,0.00,,,
,00:14:14,75,0.0,00:00,,,,0.00,,,
,00:14:15,75,0.0,00:00,,,,0.00,,,
,00:14:16,76,0.0,00:00,,,,0.00,,,
,00:14:17,76,0.0,00:00,,,,0.00,,,
,00:14:18,75,0.0,00:00,,,,0.00,,,
,00:14:19,76,0.0,00:00,,,,0.00,,,
,00:14:20,76,0.0,00:00,,,,0.00,,,
,00:14:21,77,0.0,00:00,,,,0.00,,,
,00:14:22,77,0.0,00:00,,,,0.00,,,
,00:14:23,78,0.0,00:00,,,,0.00,,,
,00:14:24,79,0.0,00:00,,,,0.00,,,
,00:14:25,79,0.0,00:00,,,,0.00,,,
,00:14:26,80,0.0,00:00,,,,0.00,,,
,00:14:27,80,0.0,00:00,,,,0.00,,,
,00:14:28,80,0.0,00:00,,,,0.00,,,
,00:14:29,81,0.0,00:00,,,,0.00,,,
,00:14:30,82,0.0,00:00,,,,0.00,,,
,00:14:31,81,0.0,00:00,,,,0.00,,,
,00:14:32,80,0.0,00:00,,,,0.00,,,
,00:14:33,79,0.0,00:00,,,,0.00,,,
,00:14:34,78,0.0,00:00,,,,0.00,,,
,00:14:35,76,0.0,00:00,,,,0.00,,,
,00:14:36,75,0.0,00:00,,,,0.00,,,
,00:14:37,73,0.0,00:00,,,,0.00,,,
,00:14:38,72,0.0,00:00,,,,0.00,,,
,00:14:39,72,0.0,00:00,,,,0.00,,,
,00:14:40,72,0.0,00:00,,,,0.00,,,
,00:14:41,72,0.0,00:00,,,,0.00,,,
,00:14:42,72,0.0,00:00,,,,0.00,,,
,00:14:43,72,0.0,00:00,,,,0.00,,,
,00:14:44,72,0.0,00:00,,,,0.00,,,
,00:14:45,72,0.0,00:00,,,,0.00,,,
,00:14:46,72,0.0,00:00,,,,0.00,,,
,00:14:47,72,0.0,00:00,,,,0.00,,,
,00:14:48,72,0.0,00:00,,,,0.00,,,
,00:14:49,73,0.0,00:00,,,,0.00,,,
,00:14:50,73,0.0,00:00,,,,0.00,,,
,00:14:51,74,0.0,00:00,,,,0.00,,,
,00:14:52,75,0.0,00:00,,,,0.00,,,
,00:14:53,75,0.0,00:00,,,,0.00,,,
,00:14:54,74,0.0,00:00,,,,0.00,,,
,00:14:55,74,0.0,00:00,,,,0.00,,,
,00:14:56,74,0.0,00:00,,,,0.00,,,
,00:14:57,74,0.0,00:00,,,,0.00,,,
,00:14:58,74,0.0,00:00,,,,0.00,,,
,00:14:59,74,0.0,00:00,,,,0.00,,,
,00:15:00,75,0.0,00:00,,,,0.00,,,
,00:15:01,75,0.0,00:00,,,,0.00,,,
,00:15:02,76,0.0,00:00,,,,0.00,,,
,00:15:03,76,0.0,00:00,,,,0.00,,,
,00:15:04,77,0.0,00:00,,,,0.00,,,
,00:15:05,77,0.0,00:00,,,,0.00,,,
,00:15:06,76,0.0,00:00,,,,0.00,,,
,00:15:07,75,0.0,00:00,,,,0.00,,,
,00:15:08,74,0.0,00:00,,,,0.00,,,
,00:15:09,73,0.0,00:00,,,,0.00,,,
,00:15:10,73,0.0,00:00,,,,0.00,,,
,00:15:11,72,0.0,00:00,,,,0.00,,,
,00:15:12,71,0.0,00:00,,,,0.00,,,
,00:15:13,70,0.0,00:00,,,,0.00,,,
,00:15:14,69,0.0,00:00,,,,0.00,,,
,00:15:15,70,0.0,00:00,,,,0.00,,,
,00:15:16,70,0.0,00:00,,,,0.00,,,
,00:15:17,70,0.0,00:00,,,,0.00,,,
,00:15:18,70,0.0,00:00,,,,0.00,,,
,00:15:19,70,0.0,00:00,,,,0.00,,,
,00:15:20,70,0.0,00:00,,,,0.00,,,
,00:15:21,70,0.0,00:00,,,,0.00,,,
,00:15:22,69,0.0,00:00,,,,0.00,,,
,00:15:23,68,0.0,00:00,,,,0.00,,,
,00:15:24,68,0.0,00:00,,,,0.00,,,
,00:15:25,67,0.0,00:00,,,,0.00,,,
,00:15:26,67,0.0,00:00,,,,0.00,,,
,00:15:27,65,0.0,00:00,,,,0.00,,,
,00:15:28,64,0.0,00:00,,,,0.00,,,
,00:15:29,64,0.0,00:00,,,,0.00,,,
,00:15:30,64,0.0,00:00,,,,0.00,,,
,00:15:31,64,0.0,00:00,,,,0.00,,,
,00:15:32,65,0.0,00:00,,,,0.00,,,
,00:15:33,66,0.0,00:00,,,,0.00,,,
,00:15:34,68,0.0,00:00,,,,0.00,,,
,00:15:35,69,0.0,00:00,,,,0.00,,,
,00:15:36,71,0.0,00:00,,,,0.00,,,
,00:15:37,73,0.0,00:00,,,,0.00,,,
,00:15:38,74,0.0,00:00,,,,0.00,,,
,00:15:39,74,0.0,00:00,,,,0.00,,,
,00:15:40,73,0.0,00:00,,,,0.00,,,
,00:15:41,73,0.0,00:00,,,,0.00,,,
,00:15:42,73,0.0,00:00,,,,0.00,,,
,00:15:43,73,0.0,00:00,,,,0.00,,,
,00:15:44,73,0.0,00:00,,,,0.00,,,
,00:15:45,73,0.0,00:00,,,,0.00,,,
,00:15:46,72,0.0,00:00,,,,0.00,,,
,00:15:47,72,0.0,00:00,,,,0.00,,,
,00:15:48,73,0.0,00:00,,,,0.00,,,
,00:15:49,72,0.0,00:00,,,,0.00,,,
,00:15:50,72,0.0,00:00,,,,0.00,,,
,00:15:51,72,0.0,00:00,,,,0.00,,,
,00:15:52,72,0.0,00:00,,,,0.00,,,
,00:15:53,73,0.0,00:00,,,,0.00,,,
,00:15:54,74,0.0,00:00,,,,0.00,,,
,00:15:55,74,0.0,00:00,,,,0.00,,,
,00:15:56,74,0.0,00:00,,,,0.00,,,
,00:15:57,75,0.0,00:00,,,,0.00,,,
,00:15:58,75,0.0,00:00,,,,0.00,,,
,00:15:59,75,0.0,00:00,,,,0.00,,,
,00:16:00,75,0.0,00:00,,,,0.00,,,
,00:16:01,76,0.0,00:00,,,,0.00,,,
,00:16:02,76,0.0,00:00,,,,0.00,,,
,00:16:03,76,0.0,00:00,,,,0.00,,,
,00:16:04,77,0.0,00:00,,,,0.00,,,
,00:16:05,78,0.0,00:00,,,,0.00,,,
,00:16:06,79,0.0,00:00,,,,0.00,,,
,00:16:07,79,0.0,00:00,,,,0.00,,,
,00:16:08,79,0.0,00:00,,,,0.00,,,
,00:16:09,79,0.0,00:00,,,,0.00,,,
,00:16:10,79,0.0,00:00,,,,0.00,,,
,00:16:11,79,0.0,00:00,,,,0.00,,,
,00:16:12,80,0.0,00:00,,,,0.00,,,
,00:16:13,80,0.0,00:00,,,,0.00,,,
,00:16:14,80,0.0,00:00,,,,0.00,,,
,00:16:15,81,0.0,00:00,,,,0.00,,,
,00:16:16,81,0.0,00:00,,,,0.00,,,
,00:16:17,81,0.0,00:00,,,,0.00,,,
,00:16:18,80,0.0,00:00,,,,0.00,,,
,00:16:19,80,0.0,00:00,,,,0.00,,,
,00:16:20,79,0.0,00:00,,,,0.00,,,
,00:16:21,79,0.0,00:00,,,,0.00,,,
,00:16:22,79,0.0,00:00,,,,0.00,,,
,00:16:23,79,0.0,00:00,,,,0.00,,,
,00:16:24,79,0.0,00:00,,,,0.00,,,
,00:16:25,79,0.0,00:00,,,,0.00,,,
,00:16:26,79,0.0,00:00,,,,0.00,,,
,00:16:27,78,0.0,00:00,,,,0.00,,,
,00:16:28,78,0.0,00:00,,,,0.00,,,
,00:16:29,78,0.0,00:00,,,,0.00,,,
,00:16:30,78,0.0,00:00,,,,0.00,,,
,00:16:31,79,0.0,00:00,,,,0.00,,,
,00:16:32,79,0.0,00:00,,,,0.00,,,
,00:16:33,79,0.0,00:00,,,,0.00,,,
,00:16:34,79,0.0,00:00,,,,0.00,,,
,00:16:35,79,0.0,00:00,,,,0.00,,,
,00:16:36,78,0.0,00:00,,,,0.00,,,
,00:16:37,77,0.0,00:00,,,,0.00,,,
,00:16:38,77,0.0,00:00,,,,0.00,,,
,00:16:39,77,0.0,00:00,,,,0.00,,,
